pID	gr
2353690	2
2806422	1
2391079	6
2463845	1
40034767	4
2237874	5
4296589	2
30050164	2
3066973	2
3445703	10
3069251	4
27978439	1
143634	7
1469488	1
3215049	5
2407652	1
4411923	3
1694040	1
3473107	1
1147497	4
4615622	5
4478885	3
3697877	3
25830261	3
25064179	1
3213811	5
2335902	3
3581775	5
2256738	1
25040440	1
1941822	1
1220420	1
256581	4
1242661	3
1611075	2
2429212	1
1550778	1
1566757	4
2566907	3
2768484	4
827058	3
3246890	1
1939511	1
3391421	1
521341	1
3276953	1
40239892	6
2418103	1
20857138	3
2265594	1
4046681	1
1434717	10
3838573	1
41448	2
1617776	2
3467057	3
42067	2
3243713	1
3467349	9
3318066	8
2431151	1
1267524	5
3045389	4
1094	1
4152427	2
25046277	3
2239954	5
2110468	9
1703798	1
4618573	10
827427	1
4629885	2
747606	10
1448832	9
2660600	4
2411628	1
27698608	6
1390615	5
646253	8
40339162	8
3675904	1
4064539	1
3376366	2
2286344	5
4131300	1
4000078	1
1128130	10
2361224	2
34503	2
2988598	1
40197379	4
40197387	4
3502783	3
3682772	1
3083658	5
25097820	4
2885079	2
1757	1
4269252	2
749802	10
30085314	2
2837320	1
1350519	1
3597688	1
3488735	3
3597863	1
2959510	5
448962	7
30086335	2
584459	4
1733048	2
39906	2
1037113	6
32677	2
40983993	6
4617286	1
40440174	3
3808877	1
25072080	6
1615349	2
2937779	3
2242542	5
20489032	5
27715327	1
30158675	2
2426014	1
3473460	1
3699851	9
4513399	1
3057454	2
248054	3
29730151	9
47888	2
123031	5
582342	4
20210009	1
2413599	1
4042053	1
2360930	2
30109112	2
1616032	2
3526990	1
4096544	1
3792370	9
2409406	1
40059051	1
4089546	1
1389324	4
2418370	1
56040	1
25760067	6
1317260	4
2346940	5
4295438	2
40660675	3
35913	2
2679972	1
2286875	5
1542183	1
2265893	1
2432828	1
1127975	10
3628163	1
1746044	5
1716059	2
2442323	1
2347546	5
1616527	2
2255612	1
1620641	2
3147440	2
1618907	2
20616995	1
1941729	5
40678085	1
2877534	2
3150378	6
822882	5
4499193	1
40721	2
3429027	2
4271549	1
3214293	5
20445830	1
3068847	3
3648203	3
3073708	2
3697882	3
40603301	1
4219305	1
25773574	3
2560425	1
3324191	3
4278027	2
40537535	2
1689393	2
43574	2
2430819	2
117904	5
1298442	1
4194906	4
2159413	5
2558624	1
4271602	2
3004052	4
40454889	2
25592544	3
4152557	1
826747	1
41075845	1
1711744	2
2246079	5
25541979	4
2684894	5
64405	2
1132234	4
51544	1
352875	4
4281666	2
27998	2
1349909	3
4598824	4
2098615	3
4216401	1
3243540	1
2661461	3
40282965	3
40802424	1
643481	8
59996	5
40230972	5
4296811	2
1936026	1
2696142	3
2984579	5
25461847	2
1734352	1
1369527	1
256425	6
3122408	10
40553123	8
4043953	1
20445095	4
1170666	10
3073435	2
30024465	3
2631146	6
4220647	1
278709	1
3857428	6
2545296	4
40782966	3
20065850	1
45014	2
3081717	2
3801316	1
10038	2
40536208	2
117688	5
1001674	10
3710496	4
40060455	1
3872645	1
25074124	6
2337651	5
1609284	2
3473163	1
3798085	1
24031	2
4139338	1
3315419	5
2833551	1
747978	10
2836199	1
521494	5
353976	4
1269731	5
33969	2
2533255	5
25249887	1
30113418	2
2361785	2
764967	3
4274832	2
2094317	4
40061861	1
41242846	1
2136176	4
2990186	1
122627	2
4298370	1
40061899	1
3071848	1
3445502	4
40216033	3
4008773	1
3558254	2
25036132	1
4598110	4
38471	2
2774426	4
1549137	1
20146824	1
2656539	1
1622012	2
4187755	8
2434290	1
2488621	6
25049636	5
121861	2
4277757	2
4278307	2
1735946	1
4532314	7
3439234	3
3869932	2
51453	1
40309749	1
2693531	1
30013281	3
4089418	1
2683908	5
67323	2
27601	1
585896	4
679652	8
2960149	9
1382520	1
2111744	9
1368356	1
25465452	2
3898828	1
2747591	9
11759	2
2656249	1
3072219	1
2336827	5
40345004	4
1613875	2
1445546	1
1514307	1
1127254	10
40750564	3
64276	2
4273219	2
50341	1
20685182	3
4105657	4
1619982	2
4274257	2
4536189	1
25463375	1
1307174	1
27590538	5
25314	2
4219713	1
4046507	1
1616754	2
3076092	2
3869983	2
3833658	1
25074457	7
20007357	4
1267084	5
2884179	2
25060965	6
2767400	8
65249	2
3151050	6
25150617	1
29734967	6
45075	2
14089	2
1162511	10
1549471	1
3832898	1
1610085	2
2528724	5
34398	2
30023661	3
1882502	7
40211912	1
11797	2
3083882	1
3542673	9
4138426	3
1683724	2
1428114	5
3548797	1
30107395	5
3053287	3
2410388	1
1403314	5
3558779	1
3589	1
2335109	5
20117362	3
1468814	1
2363132	2
40195061	4
25092321	6
1170357	10
3668453	1
1725342	1
4095612	1
3544423	1
11206	2
2396327	2
61174	2
40062503	4
2485148	1
4033553	1
3374700	2
40724021	3
1885326	3
975646	6
30050763	2
30107027	2
4454086	2
2445532	1
2386819	1
2095522	4
2357760	2
20491432	1
136450	3
3077964	1
2112099	10
1351012	1
2648893	5
3589000	1
822878	5
3215308	5
249562	6
3429075	2
2418392	1
48659	2
121773	2
4122184	1
4045796	1
2269552	1
2564120	8
4250430	1
4488187	4
25172928	1
29992	2
3078031	1
1620480	2
4095164	1
3215622	5
1696880	2
1942106	1
3391910	1
3535265	1
2559131	1
3649580	6
2359922	2
25146804	1
3676173	1
3450147	1
40060156	9
134728	3
65247	2
25773851	3
2400803	1
30110040	2
1085329	4
167867	6
2357450	2
2836368	1
2991236	3
2486547	6
3871577	2
1130815	10
25562515	2
68865	2
1558775	5
25096307	3
3600555	7
2424903	1
40602785	2
1615966	2
3699477	10
27650827	1
3450621	1
3233509	10
30049079	2
4003270	1
20076974	2
20035700	2
1613870	2
3061089	1
3033804	4
2346408	5
4534984	1
4109742	1
25123946	6
3314617	5
2241932	5
2531383	5
2109600	3
2158178	5
25132326	8
30086268	2
3673569	8
65028	2
40537780	2
20038418	1
4221665	1
2260102	1
3871605	2
2418070	1
2411500	1
1603402	2
3318460	5
30026185	3
25451529	2
2424527	1
1218671	1
3842225	2
66382	2
2984356	5
1744749	2
2430176	2
1550987	1
2577692	9
20075732	3
20106381	1
67227	2
20500175	1
2995369	1
4281826	2
4501818	1
25462712	2
25791124	4
124118	1
3054719	2
4033510	1
2367872	2
4101703	5
30112292	2
2821657	2
4254988	8
4623200	4
2352367	7
1351765	1
1610817	2
353986	4
40282271	3
4160316	1
40405917	1
3683104	1
3483320	10
2260532	1
2363485	2
24740	2
4041619	1
30086434	2
69184	2
30160153	1
25461188	2
43610	2
20728582	1
3514808	1
28327	2
4086272	1
1298992	1
1239732	3
4406579	3
222432	3
3058638	2
3450183	1
3494231	1
1434642	10
3838742	4
3547473	1
2420457	1
1299832	1
3831	1
1611966	2
1601319	4
2950643	3
1688809	2
4281154	2
20494342	1
3085299	2
1938366	1
25790081	1
2557887	1
4277785	2
2353425	6
3838435	1
4220032	1
20038189	1
3035556	5
3871511	2
1715547	2
1218700	1
20778949	10
3439551	3
2443536	1
2241136	5
4478139	3
40332457	8
2387095	1
40623	2
2559636	1
4523404	1
4085084	1
4278733	2
352367	4
4539545	1
3215031	5
1521522	1
2485899	6
3703936	4
20499966	1
1613846	2
1486129	1
1608668	2
25148353	1
40985024	7
25471591	2
3990129	3
1745019	1
4121601	9
29363	2
2838885	1
1614017	2
1618231	2
2258563	1
1400449	5
2891150	2
45289	2
2892341	1
1446	1
20036514	1
1885736	3
40864845	3
258466	6
78138	2
20456470	1
2652823	5
1306119	1
2432657	2
25052190	5
4622387	3
3531290	10
3214925	5
27793092	1
40603416	1
1391968	3
3073215	2
38808	2
4219763	1
49451	2
1391755	3
2111684	9
2356940	2
2458948	2
3857899	7
3553079	5
3069372	6
3897261	1
3473211	1
3242374	1
3873029	1
2442122	1
41146305	8
40195879	6
3374626	2
30047214	10
3494018	1
2347046	3
4514443	1
1049439	10
77152	2
1605791	2
1250561	6
4616257	5
1170472	10
3547312	1
2386939	1
40752695	3
30081727	2
2110595	9
3590104	3
2460289	1
2426371	1
25474309	4
3433025	2
2389628	1
4485808	1
45055	2
3763740	10
1031929	4
1267168	5
3076281	1
2600119	9
4117685	1
39878	2
3699917	10
4600842	1
3800343	1
584108	4
2773268	9
2984500	5
3055713	1
748493	10
30077649	2
30164312	1
27734836	6
4622376	3
2892215	1
4122533	1
2749239	9
2523174	3
25063368	1
4265884	2
40795701	3
20424805	1
4272009	2
257509	6
3393165	1
2654	1
3236223	1
827349	1
2237524	5
27825551	1
40542547	8
3704939	1
1353109	1
2424656	1
40056427	3
4599406	1
1170523	10
4532035	6
4123952	1
29770	2
25464085	2
4299073	1
2240683	5
2404041	1
40468317	3
4495210	1
30097052	1
2666145	1
3331000	9
25055857	3
2112598	4
3374935	2
1608561	2
4294640	2
3488829	3
349805	4
27669753	1
64743	1
1609000	2
3233647	10
585001	4
2240280	5
41106809	3
2946664	3
4131326	1
40647977	3
725717	9
58806	2
4627024	1
2336842	5
1928105	3
3798806	1
12207	2
117011	3
4418179	3
3211703	3
30244738	1
20063918	1
3147891	1
20455822	1
40965176	2
70222	2
4479761	3
3846307	1
1071734	7
1181712	7
27754330	1
3596606	8
1480624	6
1724132	1
2359503	2
4045634	1
40388644	10
3672264	1
2444601	1
3993608	3
2388937	1
1691455	2
3450181	1
40420	2
40588220	1
40537771	2
1046324	7
481161	8
1612547	2
2992254	1
1722448	2
2675506	4
20868732	4
3837037	2
3448824	1
1179768	7
2388382	1
1958264	9
1724564	1
1378397	1
1709983	1
40439396	3
34589	2
1383227	1
30048927	2
3898652	1
189726	4
2641745	1
3143960	2
648754	8
2363958	2
40663628	1
4293879	8
25052896	5
3873251	1
4222959	1
1611762	2
2588979	1
1468106	1
2748640	3
2573464	9
25046185	5
20476054	2
581859	4
3545131	1
1392217	3
2360908	2
25791231	4
3070868	1
4009753	1
30141745	2
29769991	3
1391986	5
4159396	1
4250464	1
40483316	2
4162228	1
2475082	1
2434137	1
2488110	6
40389379	1
3231697	3
30021470	7
3431786	2
29694	2
3988929	1
4274260	2
11919	2
3147850	2
3070793	1
2329474	3
4484348	5
31479	2
25790702	4
70264	2
3375683	2
1180053	10
3551607	9
1353629	1
1693483	1
1621335	2
1368341	1
4092805	1
2289131	5
3798545	1
1622046	2
4277058	2
2336218	5
798408	3
4251708	1
4281829	2
3866081	3
1688400	1
40332475	8
25010524	1
1701064	2
4404499	3
3647520	5
3234732	7
43907	2
1350542	1
682379	8
3891488	1
3832716	2
1468296	1
3872112	2
4098827	2
3235578	1
23627	2
2290584	5
3884626	1
20500184	1
2060374	4
1609079	2
20072417	3
2445913	1
2845967	1
1127753	10
3695568	5
1723730	1
2875358	2
1745469	1
40194943	6
20112683	1
2884415	2
1958154	9
146113	4
2363683	2
2442861	1
2601659	3
3059111	2
2444489	1
1484449	1
2533949	5
20180007	2
30025540	3
40428440	2
2426197	1
3568742	4
2389187	1
3066659	1
4218192	1
2646745	3
30134732	2
41060638	3
3075807	1
4522914	1
1689216	1
2396790	1
1617351	2
2368969	2
20456086	1
2425175	1
38614	2
25465785	2
1510730	10
1390800	5
169946	5
4533532	1
1693869	2
1393322	10
2269581	1
45253	2
1442794	1
30085393	4
3793287	2
3084381	1
1250190	6
3548240	1
3502991	3
829080	6
9305	2
121060	5
4120644	4
40062020	1
25623115	1
20071809	8
4273554	1
1170266	10
1299945	1
25055883	3
4221231	1
20433880	1
40389223	3
1377240	1
2238891	5
25462802	2
20146782	1
20077345	2
3057106	2
3658255	2
3597770	1
2365107	2
1478888	1
2242596	3
1305008	1
2951646	3
2368007	2
4005358	4
2439172	1
2484307	1
3226847	1
122913	2
4215861	1
3869168	2
2406616	5
3872325	2
25048806	6
1521062	1
4089856	1
3834359	2
1444439	1
25770386	3
3215507	5
43864	2
4300146	1
2098503	6
20050475	1
4356245	5
3037938	1
3056198	2
38316	2
20054831	1
20172040	1
4089382	1
1219085	1
800506	4
1622149	2
20038560	1
2641345	1
3544135	1
20007737	3
20062509	1
3809453	1
3447201	6
170258	3
40405613	4
59889	2
2173211	4
25063655	1
3783842	1
1719806	1
3874383	8
4003391	1
3896656	1
42825	2
2385877	3
3481613	3
61159	2
25469772	3
40724481	3
3808511	1
3871177	2
4280439	1
3233694	10
679190	8
4157735	1
2960488	7
3334342	8
4533171	4
2629532	6
4099337	3
4602016	1
2486081	6
2347790	5
75808	2
3759854	2
2390423	1
4292350	2
1938906	1
1566691	4
40205518	1
20059817	1
25475436	2
1734519	2
40753057	3
4615670	5
1621958	2
25176	2
2352520	3
40802536	3
1694176	1
1369938	1
30137750	2
27646052	1
4482340	2
4045258	1
2835817	1
256186	6
1435454	10
1306968	1
2329240	3
3589123	1
30225702	3
40482081	2
70298	2
4280506	2
1740531	2
76854	1
4498876	3
2416362	2
30024693	3
2411339	1
30302342	1
3325632	4
20171457	2
3232620	7
25462673	2
4264596	1
27083	2
155272	6
1387056	4
2845722	1
1942493	1
4608712	1
2806135	1
4599505	1
20053891	3
2412904	1
1299347	1
3699559	10
2937825	3
25436197	2
3058329	2
25549268	1
2747017	6
2673569	5
2058541	8
27719546	2
30244564	1
4220250	1
4398219	8
40602957	1
1689304	1
3150135	6
2876781	2
3481326	7
1427737	1
1562790	1
2805891	1
20475782	2
1469963	1
46878	2
3870308	2
20456479	1
20461905	10
2685611	5
2558441	1
1621585	2
27651299	1
1925982	3
4046584	1
2885540	1
1565603	1
41132557	8
1934014	1
4539480	1
1243847	3
4266301	2
1837395	3
3864246	2
2038901	5
1309633	1
4296653	2
1349577	3
1351057	1
3319893	4
1389403	6
23000583	3
4214927	1
30163951	1
3711845	4
25052708	5
117053	9
4500235	9
40058619	1
2283738	5
11948	2
4594029	4
3084733	2
2417938	2
41217894	6
20104424	1
3683813	1
2402448	1
40280303	8
2484843	1
4089970	1
48289	1
30063411	1
4270164	2
65954	2
25651374	3
1731574	2
3318156	8
41220046	3
4094398	1
1390625	5
171225	5
39264	2
4221200	2
2425942	1
25450257	2
43984	2
3148733	2
40750462	3
2282149	5
2837075	1
40506225	3
2096158	8
20869548	2
2523331	6
40439209	3
2806525	1
2990781	3
41059406	2
1616866	2
3897201	1
3074079	8
1932687	1
20182955	4
1162370	10
4000152	1
4033907	1
4109664	1
201849	4
2361566	2
4219025	1
121483	1
3172604	6
3449855	9
30048824	2
1710981	2
2627555	3
2091342	4
3107892	1
3439091	3
3482398	10
1940108	1
41574	2
3090096	4
1612198	2
4264754	1
3496325	1
2348037	5
1706867	1
25704538	6
2241343	3
1728635	2
3882628	1
42695	2
3873019	1
25451326	1
30221124	10
3865416	5
2971712	3
747752	10
25511746	1
25050872	5
4193805	4
2634682	3
4064852	1
1301000	1
25054695	3
40997	2
2094543	4
2475139	2
823428	8
3448566	5
1129124	4
40463929	8
4163773	1
1617629	2
4280485	2
4616616	5
41164406	6
3876978	3
1350000	3
41261690	3
30081830	2
4042431	1
4496914	10
1500832	10
25830744	3
34103	2
1962296	9
4221687	1
40749912	3
3784097	1
1164489	10
2439244	1
11615	2
2433949	1
1269196	5
40604326	6
1687352	2
2242626	5
3869708	2
4218508	1
2991747	5
3878125	1
3095368	1
1610150	2
2094398	4
2670922	1
2558305	1
2671000	1
648655	8
2955345	4
1369571	1
40471857	6
4621148	2
482480	8
2418094	1
1162955	10
1446259	1
1998669	5
4499292	1
3798480	1
40005174	9
2897252	2
3148433	1
25072268	6
2532203	1
2354088	2
25487938	4
4270268	2
70150	2
41843	1
3521399	2
25622966	1
1306032	1
167546	5
4482874	2
1469728	1
2286605	5
1001177	10
20182935	1
1837391	3
123192	2
2348165	3
40732239	1
31846	2
3890826	1
1511295	10
2061820	5
3055194	2
2997285	1
20062457	1
2989899	6
4481694	2
1611754	2
4278367	2
41142840	1
40064135	4
4040682	1
40063278	6
30133604	2
40271518	5
2782233	4
30219962	10
2832603	1
4412779	7
3315851	5
4262220	1
1736136	1
40183325	4
40440981	3
41283	2
1305883	1
1387715	4
584295	4
4629755	1
1934432	1
4274984	2
3554643	1
2291677	5
2879716	2
20104979	1
3899794	1
2983702	5
20424831	1
4151351	9
1940309	1
25064848	8
4535093	1
20056983	4
67889	2
20060554	6
20793531	1
4266262	2
40440291	3
3870482	2
3706389	1
2666600	1
4499430	7
2559102	1
3228753	9
3084096	2
20151760	10
2534869	3
4523903	1
30048314	2
2781148	4
2419158	1
123784	2
2123178	4
40592775	6
3694858	3
3330386	9
1299020	1
1693922	2
3883430	1
4277099	1
3666295	3
3761451	2
2836882	1
2838209	1
4090364	1
440290	9
1218676	1
2259302	1
50599	1
3006008	4
27532048	10
4601225	1
2632662	3
3315529	5
3054637	2
581755	4
1615464	2
20486613	8
25086355	1
3096998	4
30105019	2
222984	3
3494306	1
1303349	1
2575470	4
1218949	1
1301188	1
1243272	3
4499146	1
4460511	2
14364	2
1884655	3
2359494	2
2834437	1
4277415	2
25071976	6
3315841	5
4222216	1
36248	1
2359763	2
3068538	5
14197	2
40229405	3
4102953	1
25132401	8
2269431	1
25223463	1
27734736	3
40988103	3
2390462	1
2834998	1
63585	2
20052540	3
30047808	1
3997721	1
2889320	1
41106724	9
4152275	2
41147617	8
3181384	8
2670054	5
3055466	2
2554994	3
4095916	1
4223408	1
20109955	6
2886345	2
1511042	10
4164339	1
2895623	2
174348	9
2111851	10
4276887	2
2395972	2
1427674	5
3213867	5
40602777	2
3892372	1
3863693	1
4532827	1
1367419	1
3891079	1
3556817	8
1926977	3
2557648	1
1608054	2
3440359	3
3883421	1
1727420	2
3882542	2
40212677	4
1740529	2
1614678	2
25009224	2
40655923	2
30050231	2
40992824	1
3494912	1
4189097	6
254730	6
2985704	5
41060722	6
1707564	2
4295383	2
2346758	3
3683286	1
3244896	1
1522311	1
25623142	1
1741425	1
3758103	1
27823506	1
23011846	10
30081310	1
44343	2
3783750	1
2873716	4
1385845	4
59472	2
1445040	1
4329022	8
2601241	3
40541986	3
27767666	6
25036098	1
25074612	6
583902	4
20618402	2
25083695	1
1128811	4
3580553	2
2587020	3
30069438	10
3566623	1
41166743	6
3100265	6
746943	10
4220350	1
1468568	1
3371730	2
3899452	1
40553387	8
2988492	5
4216831	1
2426891	1
1721345	1
30189924	10
3683244	1
3371527	2
3833116	2
1911680	3
2836381	1
974040	9
4114650	1
3434569	5
20056813	4
1618142	2
40925725	1
3694461	1
1941031	1
40539639	10
1382668	1
41237884	1
3318425	5
4095404	1
255374	6
3056232	2
1306684	1
2246361	5
40864666	3
30044052	1
1614130	2
3884190	1
2441968	1
2648173	4
40216614	3
44098	2
2441665	1
4009243	1
1941575	1
3673602	1
1378252	1
4501781	4
1515185	4
3068066	1
40272315	2
584736	4
1298682	1
27736484	1
3546540	1
1267260	4
135821	3
30122973	1
2880028	1
2984610	5
29790754	8
1128301	4
4457238	5
3582100	2
2833646	1
4138777	6
1604038	2
4280988	2
25115372	8
40983854	1
40065901	2
1223928	1
2261038	1
1252103	6
2673644	5
30051575	2
4103037	1
4496275	1
29762964	5
1267115	5
3372142	2
3079213	1
2673705	5
29793804	3
1696600	1
1244014	3
3682329	1
3446484	6
3241678	1
20434074	9
1445250	1
3832441	2
1495065	10
1303809	1
4499628	1
3138332	2
40463476	8
3899500	1
2391487	6
1338825	3
3565019	1
2334326	5
68624	2
20104004	1
20048607	1
30108066	2
3869225	2
2362990	2
1443011	1
63395	2
3800098	1
4538995	3
41105770	9
1912178	3
2362579	2
4540319	1
3557266	8
49560	2
3533598	3
40471564	6
30105547	2
4601787	1
2880562	2
20170261	2
146400	4
10976	1
3071805	1
73282	1
3227078	1
3898505	1
70405	1
117540	3
1163266	10
1400570	3
4219660	1
1685370	1
1909749	3
1391908	3
4281205	2
251770	3
30048646	2
1435316	5
2505418	4
4601882	1
1607792	2
3144111	1
2284950	3
1301601	1
40058988	1
40484578	3
20204115	1
3488927	3
647291	8
40590211	8
3892752	1
3590289	3
4142974	1
3070818	1
2632035	6
2739971	8
257460	6
1563991	1
40588820	6
3234182	4
20869282	3
40661501	1
3709930	4
586204	9
2405676	1
4220286	1
25084365	1
3282265	1
1388995	4
4222188	1
4536358	1
30111131	2
75934	2
4272972	2
40439228	3
1300246	1
1378681	1
3247729	1
4599180	1
20110771	1
3078967	1
1704542	1
25075549	6
1047029	9
1744146	5
40269186	10
1612216	2
1238878	3
2561616	1
3834678	1
2357980	2
3056625	2
3440357	3
27590372	1
20037129	1
2396896	1
3072116	1
25066618	1
2237961	5
352731	4
4407631	6
40862305	6
135308	3
1548037	1
3897096	1
30048969	2
3003273	3
2138822	3
3236900	1
3380898	9
4627007	1
2666713	1
25461589	2
2888214	1
3870380	2
440179	9
40005839	1
23012730	1
2355770	2
1745828	1
3803639	1
829093	7
40660756	1
3580324	2
171109	3
2408073	1
1607355	2
25052340	5
3234593	7
25052860	5
2838177	1
4218410	1
4531525	8
4043674	1
25464979	2
3094324	6
4275015	2
2289717	5
4009395	1
30048064	6
1617116	2
25055057	3
4514233	1
1686247	5
2880623	2
2587090	5
3700255	4
4281559	2
41106403	3
2405980	1
4134715	1
4411475	3
2404250	1
1935745	1
3543529	1
1219566	1
1913436	3
3544901	1
40792418	1
27505919	4
40344401	3
43797	2
2668101	4
1621264	2
2776679	4
1376909	1
41166455	3
2462589	1
1300266	1
40464499	8
24525	2
1615549	2
1435446	10
27654714	1
1621295	2
4250911	1
2877958	1
20103630	1
1749133	2
50496	1
4095748	1
2957846	3
2408185	1
522514	3
4099558	1
40263660	1
2112803	4
4215035	1
41110917	4
3884361	1
69087	2
63662	2
3882131	2
4089412	1
2434114	1
1601055	9
40295028	3
40981187	1
4251312	1
4298310	1
2409645	1
2531210	5
4281515	2
3182851	5
4094819	1
25660985	1
481524	8
4533946	1
826728	1
3986571	3
40878237	4
4523161	1
3450700	1
3073143	2
1610243	2
3682195	1
25123701	6
2397596	1
1061423	4
2771968	8
1981369	6
1130079	4
2337413	5
4142281	2
1448255	1
20640515	5
2404938	1
3215367	5
3676783	1
3080309	1
1130539	4
3893356	1
20037341	1
25594948	2
4261417	1
2437938	1
4291554	1
25593306	2
2352665	6
3683500	1
4278927	2
4616180	5
40235057	1
4460122	1
2881717	1
1444668	1
4401554	3
20110756	1
25621509	3
4281503	2
40375439	10
2985050	5
30049538	1
4097063	1
1040568	8
4092063	1
2627433	3
20447618	7
4214840	1
3074599	2
27693	2
4281926	2
3073348	2
4538978	3
32351	2
2348935	5
3374310	1
30780	2
2243561	5
25044472	1
3630797	8
644406	8
2353937	2
40295129	1
2898325	2
40390240	1
40440855	3
4296275	2
3682580	1
2634683	6
25053903	3
30047573	1
1689086	2
1238965	3
30134327	1
3804947	4
349371	4
2601013	3
2878394	2
32259	2
4294060	2
20485752	1
3705643	1
1162969	10
1610158	2
1393265	10
2400594	1
2666644	1
4534939	1
30111144	2
4131146	1
4482912	5
2459070	1
4221487	1
20790215	2
353605	4
4296357	2
3697640	1
3214646	5
4300317	1
1049497	10
2484550	1
1936755	1
2410155	1
2557690	1
2640524	1
3863809	2
1833312	3
25086312	1
4095686	1
2485231	1
2407553	1
1688216	2
2669856	5
4099021	1
1427268	5
1369943	1
194222	9
2640640	1
2110578	9
3843308	1
40295534	1
2670437	1
1615140	2
30160990	1
4221451	1
4126977	3
25470319	1
2136874	4
1610619	2
3374087	2
2685801	5
1486136	1
2525113	3
2891572	2
2436523	1
3196289	10
2244274	5
4126736	3
1705266	2
1619476	2
4219184	1
3068120	1
40295049	6
1033444	7
1237874	3
4064573	1
1447918	1
2460752	1
1368873	1
2359865	2
3683424	1
40960882	2
3511338	4
3236659	1
4216183	2
1243005	3
25059579	6
25166528	1
3866496	3
25052586	5
4398123	3
3676040	1
1542723	1
3450307	1
2439651	1
2438423	1
3003809	5
672826	8
4602043	1
4035073	2
2748609	9
2834682	1
50885	1
20110423	3
1394481	7
2430938	2
1300529	1
40326805	8
4043883	1
20831294	9
4313485	1
145218	3
3151717	5
2647385	1
2366357	2
48855	3
4220666	1
256987	6
2679850	1
2355284	2
49162	2
3892295	1
40537953	2
1522431	1
3030144	1
38454	2
20445928	1
4620651	3
30025868	7
40210532	1
1936856	1
2632698	5
4603513	8
3374053	2
3783003	1
725762	3
1964130	9
1616074	2
4370837	3
2997812	1
4626145	3
66696	5
2522696	4
2471040	1
2241821	5
184149	6
3284528	2
1696273	2
1734803	2
4217111	1
1619455	2
2527320	3
2588331	1
256678	6
3629877	8
2098489	3
4489080	7
4287693	1
30244435	1
2845440	1
30243243	1
25483663	1
1469442	1
3671136	1
2356762	2
25249229	1
2462026	1
2408448	1
2523394	3
25592885	1
2366988	2
41219691	9
1621846	2
4124414	4
4164307	1
30048888	2
2656571	1
4281837	2
3663687	3
2244507	5
14181	2
1614512	2
2390405	1
30225694	3
2359465	2
3440451	3
3056747	2
2683562	4
25464245	2
1050635	10
2429544	1
3068431	5
2634340	3
40663577	1
1469352	1
3892587	1
25592827	1
20038615	1
2807384	1
4479770	3
2411070	1
3657293	6
3147925	2
4295387	2
1385257	4
123012	2
20076719	2
41238119	1
4223803	1
2706173	7
2240961	5
20206056	2
1369329	1
49644	2
2835294	1
2407821	1
2259676	1
3005694	4
1616126	2
40406749	1
8998	2
3448713	1
25193853	9
27644375	10
2641748	1
2365019	2
3846811	5
2960611	1
3897183	1
3073795	2
4152838	3
30110724	2
4092851	1
3138422	2
1340824	7
2289168	1
3882276	2
3989759	1
3651885	8
440223	9
2484305	1
4163256	1
4150261	10
30075699	2
4502375	1
3391407	1
40484	2
258933	6
123739	2
20722530	2
4479222	3
3672472	1
2432330	1
2425894	1
2355735	2
2137264	4
1344649	3
40605331	6
30141440	2
4219152	1
2434262	1
2368380	1
3213372	1
40976	2
30134239	1
4265207	2
1736914	1
30023740	3
1469192	1
3488709	3
40309757	1
40913232	3
3003188	3
3857472	3
1541943	1
20779764	2
1558845	5
4090490	1
522808	3
1174249	10
1390883	5
25502431	1
30134550	2
2579542	4
1542806	1
2555731	3
4418895	1
33096	2
2673650	5
40510849	1
3572969	2
2367698	2
4496353	1
2996347	1
27590493	5
2240978	5
522542	4
25097521	1
3649396	10
1383604	1
3791945	9
25084070	1
4003844	1
4217447	1
3241869	1
3547290	1
4273001	2
2879837	2
40284146	5
1608643	2
2875962	2
25074247	6
3503313	3
20616784	1
2437424	2
4121804	3
40058253	1
1936082	1
30045341	5
1717870	1
3672747	1
1548406	1
30929	2
3799306	1
3147970	2
40537810	2
3791225	9
2156701	5
4181345	1
55950	1
1369332	1
25470697	1
2336660	5
40064892	4
20146468	1
25427845	2
23000262	3
4216297	1
2289288	5
3083282	3
56850	1
41143103	3
43042	2
27250	2
4009087	1
1502174	10
3781710	1
4122817	2
3781580	1
35446	2
25098764	3
2241629	5
3234278	4
2099712	5
4265536	2
4539513	1
2357728	2
4045647	1
3695769	5
1391181	5
4216141	1
1555073	4
61197	2
25426171	1
122085	2
3655414	2
40538348	8
3494755	1
3666383	3
40485030	1
40235694	1
1367827	1
40196158	4
33925	2
41061463	1
123389	2
2897728	1
3196022	10
4402532	8
1612017	2
1691703	2
2984053	5
67355	2
25567314	5
3702431	5
46423	2
4315253	1
2364762	2
2527196	3
1606498	2
3082687	2
41156420	8
40929047	1
3594988	3
2361049	2
27978244	1
2833320	1
25414515	2
3899447	1
2083276	4
29004	2
40215064	3
1146756	8
2444572	1
2566931	3
176962	1
121836	2
4161644	1
25464603	5
1715916	2
4221553	1
40751666	3
40398447	6
2995997	1
2096356	4
2882625	2
3677310	1
349218	4
1467980	1
2953366	4
2443294	1
2959703	3
3838830	4
4219275	1
1223504	1
1609527	2
25009564	1
3583200	8
25770441	3
2821007	1
4296784	2
3809052	1
3799017	1
4152453	1
25427242	1
1692599	2
1613588	2
40472874	3
1378593	1
3151601	6
4218130	1
48511	2
2988414	3
2837143	1
2588480	1
4094299	1
2839165	1
4123256	3
62235	2
