pID	gr
41948	2
3599633	1
27537061	10
4629874	2
40538422	5
2094641	4
4620912	1
2401378	1
2656975	1
3573379	2
1383359	1
2239048	5
20460527	1
25053374	5
40065377	2
30101914	2
1467069	1
25009255	1
3391641	1
2256429	1
1722583	1
40795325	3
2995818	1
40731687	2
1613309	2
30012540	4
2657215	1
4295652	2
40985556	1
41236145	3
2109403	3
1604985	2
2331041	3
1614170	2
4222807	1
4499596	1
3676219	1
3589130	1
1690285	1
2445131	1
1612580	2
4456859	2
4064995	1
4003230	1
4478550	3
3783620	1
2367765	2
2366175	2
3277981	2
30106365	2
1001923	10
40604496	6
20051261	1
2484394	1
2243833	5
3590313	3
2803659	8
3590357	3
1467380	1
4535737	1
2137314	4
3494763	1
3771463	8
3599424	1
40835655	6
41060207	9
31165	2
2474513	1
2483974	5
1556034	10
3881693	1
1131939	4
4533699	5
3532788	3
2269563	1
3989347	1
40605732	2
2938212	3
40420707	4
4280968	2
3986377	3
3525867	6
40865188	3
40228642	3
1494774	10
20456424	1
4164815	6
20106209	1
66838	2
40603507	1
1910434	3
2775259	6
4222728	1
3598031	3
2646018	3
56415	2
20107687	1
1563696	1
2897405	2
22700	2
4276968	2
2666546	1
3879140	1
3857462	7
3375380	2
30012643	4
1522315	1
1614416	2
4009572	1
41156599	3
1299637	1
3375633	2
1131892	4
2258423	1
30141895	2
1041787	9
67231	2
1566178	1
1704164	2
20493849	2
2443510	1
20406172	1
2458792	1
3520007	5
2461217	1
3599463	1
725718	3
2288843	5
25680731	2
3431329	2
25052642	5
2291320	5
4496102	1
2470797	1
30582	2
3057643	1
2547768	4
30013022	4
30107892	2
59923	2
25465303	2
2558470	1
2769532	4
40864983	3
2960317	9
3094005	1
25760039	3
26303	2
3863616	1
20144202	1
123209	2
3056285	2
2837592	1
2955380	4
1543046	1
27552123	9
1267642	5
60266	2
25502070	5
4162382	1
2387103	1
1614293	2
640667	8
1071554	7
3340959	4
25427168	2
4267442	2
800639	4
1565453	1
27539988	10
25074692	6
351475	4
40660761	1
3502164	3
40439474	3
4220521	1
45825	2
2779960	6
4287759	1
2138059	4
1393296	7
66166	2
1511215	10
2297471	3
2461060	1
2282626	5
2403518	1
40588736	6
4123777	6
4277615	2
1738934	2
2297390	3
3376573	2
3439840	3
40928185	2
2834707	1
1601998	2
1147974	9
1619699	2
3799010	1
3654596	4
146158	4
4277851	1
2021	1
1684728	2
2680362	1
40060526	1
3881875	2
585486	4
20440556	1
2523995	3
3668523	1
1389027	4
2096526	3
2410363	1
2424276	1
4201163	4
41057404	5
4219633	1
3147777	2
1302146	1
3339454	8
40185107	10
448479	9
3590437	3
2641834	1
1288970	7
2284565	3
3278155	1
2440876	1
42109	2
3232207	3
2440446	1
25664520	1
4157642	1
1352067	1
20050635	1
1162294	10
40302623	4
29525142	2
4616424	5
2982448	5
2877439	2
39397	1
1161680	10
3500890	3
3496607	1
2774422	9
4481748	2
2532642	5
40262837	6
1384296	8
3884805	1
40540463	3
2121478	3
25464185	2
1049444	10
2886545	2
25223605	1
682136	8
1722939	2
2244268	5
2245325	5
4500601	1
4401888	3
40282657	9
20054194	10
25078487	1
1704356	2
1739150	2
3391454	1
25140670	1
4189287	6
2776005	4
26342	2
1130081	10
747389	10
1880701	3
4090105	1
522339	4
2111875	4
30051970	2
145686	3
447976	9
3548518	1
2389719	1
3773854	8
1387907	9
40913048	3
1564931	1
5224	1
40316279	1
20456343	2
4533146	1
2440995	1
41155833	3
2575467	4
2111351	9
30025928	3
2336723	5
20747863	3
4096716	1
3466749	3
584973	4
222581	3
4498899	3
3758115	1
25035774	1
1510774	10
40216244	3
1157640	8
40440985	3
25825305	3
30111944	2
2364569	2
25680036	2
2388908	1
30131715	2
51093	1
48272	2
1718463	2
2577877	4
67834	2
3870973	2
2667030	6
20069382	3
2425457	1
3599646	1
40247685	3
1353718	1
2331084	3
1337951	7
30049734	2
4391843	8
1250195	6
2136725	4
1501169	10
50734	2
25063731	1
40802446	1
40665289	6
2425153	1
3078564	5
30220284	10
1697259	1
59556	2
2117736	4
2473869	2
25085430	1
3072274	1
1712592	4
1957393	9
1501460	10
29488	2
1421404	1
25053350	5
40468254	7
4217674	1
3870761	2
135812	3
3873187	1
2485954	6
40063836	4
2693517	1
3546116	1
2424514	1
2981689	5
3592284	1
40061911	1
32189	2
2771072	4
40865614	4
1616128	2
4223147	1
4540290	1
1733757	2
2656427	1
4217143	1
4602659	8
2487089	3
41106562	3
25668301	1
20068913	1
31714	2
38300	2
20171989	1
24749	2
3801028	1
2424153	1
1541268	1
3226082	2
20518921	1
1303225	1
3330774	9
20149944	1
40229235	3
1593720	3
3270680	3
31723	2
1608180	2
40331720	8
20798583	1
3373044	2
4222637	1
40598974	4
3214393	1
41106740	3
2898838	2
2336955	5
2256905	1
30135780	2
4164230	1
3072124	1
248939	6
1236939	3
4514607	1
61499	2
973911	7
3548689	1
41010634	4
1316870	4
1467524	1
25050092	5
2364544	2
1616066	2
2460394	1
1909933	3
20616830	1
3055573	2
40604163	3
3709973	4
3139626	2
248926	6
1520423	3
20110876	1
34165	2
3592775	3
684596	4
2290979	5
1697811	2
1391589	3
2443244	1
3502858	3
30244563	1
90383	2
827249	1
1605140	2
3108579	4
1435364	10
2045969	5
2845501	1
2368179	2
3763769	4
1548061	1
20060000	10
828845	7
2742614	8
3215211	5
4414737	8
4497988	4
2630268	5
20456255	1
30119085	4
3592798	3
50552	1
2418875	1
354023	4
259313	6
3550378	3
30221063	10
4124122	1
1382346	1
35147	2
1215372	8
2898646	1
2361537	1
3687567	1
2680399	1
4600651	1
40925688	3
2676376	4
2411057	1
2656146	1
4542014	5
40229160	6
3499943	3
4151156	1
2259784	1
1391613	3
2357107	2
41000042	8
4275357	2
40926984	4
20544354	2
1601150	4
2387357	1
4221452	1
4274729	1
60018	1
30144467	2
41011359	4
1712365	2
25132552	8
2399372	1
3450576	1
3705067	1
40665108	1
40485202	2
3898327	1
29736614	2
25472518	3
1696794	2
30024264	9
3694588	1
2955382	6
4123041	3
3237178	1
4601663	1
1385497	4
4017745	8
3785102	1
40065995	2
1304038	1
252948	3
2685442	5
1166031	4
2289588	5
4127085	10
256288	6
27751671	1
2261254	1
1383408	1
40482867	1
40864685	1
4524474	1
27639777	5
2413707	1
3658424	2
4280163	2
2575735	4
1548069	1
40482883	2
3557630	7
20433951	1
1349011	3
135162	3
4003846	1
2334214	5
1379010	1
1543293	1
2406996	1
3069126	1
30052388	2
2878943	1
1500691	10
2535033	4
24436	2
4599397	1
39963	2
2284094	5
4273236	2
1514536	2
3227056	1
3838972	3
448778	9
154184	6
4275114	2
2360393	2
1694313	2
3881689	1
3665376	3
3213429	5
2359654	2
3710401	8
3711560	4
40964358	2
20456497	1
1614176	2
3496491	1
1603528	2
67724	2
2241175	5
40196891	6
23000619	3
2891003	2
2242795	5
2241850	5
3653463	4
20456588	1
4292086	2
40004981	3
1237777	6
1383431	1
25055337	3
2786922	4
3316065	5
2475126	2
4292340	2
40665097	1
1733722	2
1601898	2
69948	2
3594086	8
4615908	5
1615138	2
251696	3
4003719	1
30086880	2
25053525	5
4628517	5
9792	2
1469130	1
2000777	5
1422254	10
2281706	3
2748393	9
2345448	5
34867	2
20034963	3
2406150	1
2488489	6
4096972	1
352330	4
4397461	3
25593043	2
2463534	1
40913141	3
25592897	2
1733157	2
2420245	1
40605415	1
25482371	6
40208663	7
2406530	1
20456814	4
2554135	3
3986532	3
14056	2
20050442	1
40792636	1
4602209	1
3059108	2
3548651	1
59463	1
145048	3
33304	1
836897	7
30043146	1
40026207	8
20037248	1
40205467	1
1611895	2
4539762	2
2368233	2
10607	2
40980932	1
4408454	7
3627272	1
3671381	1
4268887	2
30035056	10
30043632	1
2996335	1
1447921	1
2558037	1
3082565	1
1566786	4
3000298	6
1170604	10
2526894	3
25747969	8
3211571	3
2368561	2
2950633	3
20054371	2
50125	1
25592725	1
40174510	8
1469093	1
32314	2
2601041	3
66980	2
35422	2
3592303	2
1941068	1
1981150	6
4623829	9
30111561	2
2995593	1
2696160	6
4274743	2
2660674	3
2837294	1
30129409	2
1617557	2
1941912	1
25084389	1
2948439	4
4269689	2
2110666	4
5032	1
3277989	1
40196095	10
3056871	2
1466966	1
3869647	2
42074	2
20456120	1
30244824	1
2827149	1
1427716	5
40542294	3
2136867	4
1514505	1
2632324	6
1687215	2
40925757	1
25623045	1
30868	1
3034504	8
20456579	1
30246362	8
4099800	5
25084512	1
4601506	1
1881826	7
2355929	2
3227033	1
2886152	2
25050832	5
20075134	3
4218704	1
1318226	4
584834	4
2286417	5
40326766	4
40485069	2
3892029	1
60610	2
2641332	1
40058901	1
20141775	4
44148	2
4269977	2
1479056	1
3577321	2
1692251	2
30135786	2
32560	2
1426854	1
40510659	1
3138164	2
20868618	4
1603827	2
30243246	1
3656587	4
1448666	1
1423715	7
3081659	1
3758108	2
30111223	2
1885828	7
3314878	5
3812193	4
2444560	1
1388941	6
25426914	6
2401826	1
1613561	2
1837393	3
4152547	2
30049467	2
25511660	1
41165225	6
44635	2
1558738	5
4219105	1
4599851	1
1179876	10
2386435	1
8230	2
3699323	3
56158	1
2258877	1
4131282	1
2423244	1
4271530	2
25502044	5
48201	2
352428	4
40229475	3
1448635	1
25556530	5
3806562	1
4599748	1
1562739	1
1267384	5
3845522	5
1564500	1
350809	4
4539334	1
3240611	1
1128569	4
4142573	1
40170782	10
397068	10
2244636	5
1302851	1
2289707	5
40926784	1
4272131	2
2366092	2
2782027	4
2431843	2
64689	2
20102111	1
4499030	1
13509	2
3670826	1
2439260	1
2284279	3
1692407	2
2987966	5
1050912	10
3323108	6
40254746	2
4102168	6
64283	2
2364825	2
4497282	3
3545617	1
484412	8
171787	5
2834444	1
1734273	2
1385571	4
4455811	8
4221147	1
1605479	2
25606236	8
2286024	5
1371556	7
3812790	4
1607882	2
3324955	3
4603556	8
1746066	2
3514694	1
4045361	1
28092	2
2289301	5
20095369	2
41000349	5
4415684	3
3695320	1
2059449	6
1002355	10
4277866	2
2366276	2
4535943	1
25098815	3
1306785	1
39651	2
2387888	1
1616884	2
828344	4
1379728	1
1392657	10
4093828	6
1130628	10
2153369	5
2361819	2
20445399	6
2131314	9
1165254	5
1515505	4
20869232	1
4105751	4
27920062	1
2693441	1
20868854	6
2361714	2
2446439	1
27670311	1
2697827	3
2430154	1
40377798	3
2555539	3
3233890	10
2881016	2
2287113	5
2357654	2
2838962	1
1382062	1
3057952	2
3838468	1
25760159	3
3871030	2
1619575	2
3807873	1
3870354	2
3341216	4
2555189	3
40210696	1
40254707	2
2327843	3
1713993	2
4218914	1
3056784	2
1610871	2
2696431	3
4219806	1
25464327	2
8629	2
2360145	2
2359755	2
23000747	3
1270764	5
4096480	1
25075245	6
749173	10
2137156	4
1883143	3
4134156	2
1611385	2
4274256	2
41108085	3
1549847	1
4007891	1
2486975	6
136217	3
3542327	3
25471784	1
40310071	1
3883080	1
30035202	3
40537696	2
1609031	2
2560086	1
61015	2
122018	2
3899086	1
3893649	1
4313864	1
4044146	1
3706360	1
4151072	1
2489187	6
3584997	3
1522515	1
4091625	9
4627273	2
3548149	1
25249598	1
40060246	6
1349054	3
3054862	2
3835552	1
30164336	1
12932	2
35198	2
3447220	6
4280278	1
4372653	8
2422265	1
2291533	5
246640	3
3821186	8
3226640	1
123815	2
1542110	1
40216669	6
1484551	1
33469	2
27752529	4
2404110	1
30036005	5
2098374	3
25515097	1
4002681	1
25148670	6
3871585	2
3114004	7
4308640	10
1832086	3
3673066	1
1685175	1
2131100	9
20466757	3
3592685	5
2431591	1
40056907	3
4223443	1
1510641	4
3003627	3
30026402	9
1746365	1
3682118	1
2365573	2
2008402	3
1694903	2
2634619	3
3376268	1
2362419	2
1684768	2
40439152	3
4274902	2
3871723	2
2363908	2
3483254	10
42003	2
2946114	5
3565028	1
2646073	3
1299274	1
2489552	6
36303	2
2647421	1
53616	1
25412533	2
1616940	2
184148	6
1266318	5
2423435	1
3081797	4
1611958	2
2236296	5
3493816	1
2240580	5
1469529	1
4616727	5
4002860	1
40263877	5
144731	10
2524593	7
1352497	1
20870043	3
4280232	2
2440312	1
20485298	3
3375626	2
1566728	4
1401277	5
3034428	8
30161132	1
1434585	10
69028	2
3235611	1
1689352	1
2355984	2
52247	5
3376112	2
1237775	3
2768630	8
2834716	1
1379881	1
3705432	1
34159	2
2630172	6
3547723	1
5317	1
25049283	5
2362663	2
1938048	1
1510479	10
2874315	1
4044490	1
2389121	1
40235534	1
25160198	2
3215713	5
2444900	1
4293066	2
2984571	5
3687613	1
1305287	1
4219545	1
4268663	2
2951996	5
4601061	1
20205900	2
43631	2
4538964	3
40784598	6
4534055	1
4264330	2
3372356	2
40210650	1
4315209	1
1352730	1
40513304	1
40071623	10
3792553	4
3548770	1
800230	8
3884488	1
4457812	2
4042710	1
2991536	4
2409605	1
2112104	4
41237177	3
40912629	3
1616083	2
4627003	1
2462025	1
177235	1
1242919	4
4355884	5
1607681	2
4480634	3
1747688	2
11293	2
3599526	1
40913168	3
48324	2
2409854	1
1609114	2
4222586	1
3486902	3
1469873	1
8875	2
20051614	1
1448241	1
2587145	5
1381743	1
1620563	2
1469330	1
1368986	1
30077514	10
30219927	10
1612497	2
61771	2
27639362	1
20038588	1
25053877	1
3699153	7
3665941	3
25502040	5
253878	3
4629784	2
1132171	4
4137212	4
2656134	1
3705042	1
1468202	1
2258212	1
3481011	3
3838965	3
30117451	1
2832863	1
3243568	1
40205500	1
1745081	2
4151225	1
40926740	6
4264923	2
1746395	2
2876828	2
4007610	3
4222078	1
2443198	1
2667386	3
24411	2
2337499	5
30042102	5
3868977	2
3501635	3
1683954	2
20110472	3
1318484	4
1891128	3
1727933	1
3430803	2
2600246	4
3542429	3
40407721	1
3997077	1
3059595	2
1299714	1
3393147	1
1132480	4
2366632	2
4602116	1
25145175	1
2328234	3
2987987	5
25050414	5
3883935	1
49808	1
2530761	5
20475888	2
3878183	1
40799648	2
1402540	5
2886000	1
4600631	1
2668630	3
40233846	1
2425841	1
25009164	1
40802210	3
2412053	1
301945	8
1303321	1
3376081	2
1299795	1
4295053	2
2406864	1
24581	2
3061309	1
1941806	1
123474	2
40295403	1
3665175	3
27735794	1
4143220	5
2632854	6
40666560	4
3898645	1
25950	2
4281989	2
25055953	3
2874233	2
4268118	2
40963466	1
1608918	2
41143767	1
2806676	1
40784882	3
121911	2
40587101	1
3559031	3
1563821	1
2806159	1
4280287	2
10175	2
61166	8
25791153	9
1909111	6
748023	10
1392491	3
30135696	2
2243578	5
30126317	1
3838389	1
3298519	1
2546522	4
20051659	2
40507576	1
40421599	9
1299981	1
4502306	1
3559932	5
25053181	5
3546592	1
4640627	1
1740109	2
2459681	1
2110413	9
2332954	5
3884428	2
4377042	3
1243006	3
1558338	2
40752233	3
4640628	1
1369179	1
1614695	2
30162581	6
1242014	9
4152272	2
2445867	1
3515693	1
2337027	5
1541805	1
40724012	3
23012748	1
20101580	1
2838796	1
4140578	5
25075051	6
3800344	1
3203441	6
3840354	3
4602045	1
25169713	8
2357690	2
33983	2
4148910	4
4216318	1
25436104	2
1267619	5
3882192	1
1719563	2
10155	2
2983897	5
3080137	1
1683365	1
4356500	2
4085706	1
4274251	2
3515576	1
2640820	1
4616132	5
25063548	1
4152638	2
249313	6
1368961	1
2335266	5
1533493	4
1410640	3
4280638	2
1298310	1
1369154	1
25046355	3
27759556	3
1381881	1
2297725	3
3568398	4
2564430	4
4276220	2
20164456	3
2364031	2
4282005	2
144795	10
2776926	4
3663725	3
3597727	2
3097073	9
1609905	2
3547334	1
20499895	1
146131	3
522356	9
2289014	5
27759864	9
3599128	1
1223217	1
2281781	5
4403720	8
3543934	1
3899227	1
3764319	7
30051878	2
3056151	2
2557785	1
4313129	1
4627175	1
2285457	5
3115585	7
1304221	1
2989744	1
2401232	1
20798430	2
2111628	9
3547167	1
1392030	3
747460	10
3700768	6
1615104	2
20110519	3
3599396	1
1522363	1
40397518	3
2439661	1
40750348	3
40508049	1
25063649	1
2403076	1
30111014	2
3871458	2
2441327	2
3995769	1
1038149	9
1349862	3
1550814	1
3430676	2
584248	4
2396800	1
3216074	5
29740	2
1610528	2
3318500	1
3108146	3
40263672	1
2434797	1
30001661	1
2581643	6
40207602	1
3863402	1
2367876	2
1711155	2
3488880	3
26967	2
3095173	8
8893	2
25067577	3
25224388	2
2359014	2
40599000	4
1542576	2
2529980	5
3003155	3
1614073	2
2837041	1
3088058	9
3869097	2
3487552	4
1494431	10
2984273	5
3275890	1
4216270	1
2577602	2
2096238	4
2282721	5
25592131	9
189985	4
3676019	1
1353297	1
25060564	3
4296633	2
82987	2
27795041	3
41165215	10
2531200	5
3599738	1
40928552	10
145132	4
2255614	8
41242556	5
1611841	2
25148493	1
4138630	2
4101368	3
3323513	7
1562609	1
1305989	1
1156710	8
1739903	2
1615566	2
20038660	1
40254836	2
1613960	2
4532279	3
2547321	4
1692933	2
30051451	1
255363	6
25463885	2
2555609	3
40553176	8
30108552	2
2839116	1
41157062	8
800592	4
2357191	2
1251297	3
30162120	6
25055441	3
1385501	4
2297555	3
3057174	2
1746113	2
1565935	1
25461200	2
3576422	2
30052080	2
40247548	5
4218493	1
30086262	2
1379692	1
40058714	1
1879519	3
3448577	5
680464	8
2241088	5
4217663	1
2469164	1
33906	2
4032609	1
2774447	4
3697558	1
4278080	1
3801541	1
3669114	1
2445257	1
40963507	1
3439882	3
2834824	1
25097600	1
2632575	6
25423166	2
25074336	6
2355267	2
1728235	2
40443257	2
30134608	1
66042	2
40510237	8
1941282	1
40751910	3
40276423	10
1382044	1
2675567	4
2892862	2
799903	4
30431	2
3149063	2
3448640	5
4123754	1
2837704	1
4046410	1
4002362	1
25050316	5
649573	8
1317315	6
4622003	4
3080194	1
2677046	5
30162396	3
4403341	3
4276523	2
3673017	8
3700274	4
3003613	4
2699947	5
3867703	4
2280352	5
20159695	6
2656281	1
976364	9
725622	3
2445117	1
40004909	3
1613216	2
42588	2
2412547	1
2527189	3
25167699	3
1425992	5
2473342	1
2362371	2
2576893	4
2110918	9
68275	2
44132	2
20627166	1
25140707	1
30015801	4
25472527	4
30077889	2
3758140	5
1565765	1
2958819	5
1709712	2
2629191	6
3242650	1
30055434	1
2336173	5
3585009	3
2358364	2
4293783	2
25609434	1
40216695	6
20064934	2
2880572	2
1547972	1
3857795	6
3986604	8
4277877	2
3244893	1
25768227	3
75614	1
2399969	1
3898211	1
4134839	1
30051247	2
2257472	1
1883297	3
1604318	2
3881409	1
4275373	2
2598406	3
3374939	2
2680599	5
20058528	4
1305741	1
1747746	2
1603739	2
4089542	1
2984862	5
2641438	1
3147049	3
1447090	1
3511301	4
40228310	3
3397403	3
1391046	5
3234008	7
40216416	3
13239	2
79518	5
3869440	2
585556	4
4142528	1
1616471	2
4117819	1
1711656	1
20108832	3
3180971	4
40929050	1
1348871	3
2328941	3
44170	2
1614565	2
25547877	1
63634	2
29738597	4
2117311	3
3097141	4
1426743	5
1614243	2
20050996	1
1522370	1
796923	7
3318455	5
3766710	3
20107655	1
49635	1
27978144	1
1547684	1
3059012	2
30047566	1
4133814	1
30642	2
2883828	2
1164935	5
4539585	1
2489413	6
2777645	4
2121621	3
41239263	1
3226803	1
41237896	6
2425148	1
30015295	4
3665152	3
1611560	2
3996128	1
1617233	9
2260233	1
1816470	3
1610635	2
4222725	1
2530918	1
25602228	10
2337387	5
2336598	5
13124	2
1369673	1
20142922	1
3566028	1
20698080	2
2554808	4
1435442	10
40295128	1
20830966	4
1161744	10
1618359	2
3449970	1
3374972	2
4535550	1
2435040	1
1543044	2
30026109	3
3710240	4
484279	8
20063888	1
25463741	2
2786238	6
1293349	1
1391225	3
20183090	4
3483297	10
20171564	2
3554544	1
448669	9
3865982	1
25461770	2
2265790	1
3672166	1
3677638	1
3069366	6
1131566	10
1831370	3
2527214	3
589892	4
3665914	3
3284711	1
3868941	2
3428585	2
2412001	1
40398481	3
3544821	1
27802270	1
20111900	4
4143541	1
2355532	2
2265507	1
1707857	1
2439097	1
41166744	6
1380096	1
1377362	1
2363038	2
2388050	1
3285531	2
22834	2
1613468	2
247576	3
4131164	1
2648712	3
2558502	1
64889	2
3883863	1
40536080	2
2676274	3
2432168	1
67507	2
40601204	3
3515501	1
4216665	1
30163719	1
30081147	1
2362390	2
3482915	10
3090254	4
155638	6
30137045	2
3213609	5
4110700	1
2243900	5
4151151	1
1941097	1
541948	8
2269452	1
2094700	4
1614456	2
684340	4
4485655	5
27540449	10
2547471	8
2985946	5
1386576	4
3511809	4
136413	3
4275928	2
4514052	1
2440716	1
3781181	1
2285018	3
3569783	7
4128202	5
20111896	3
2240849	5
448271	9
4094596	1
1469518	1
3372861	1
62105	2
3550886	4
3802746	1
4221313	1
2582521	5
4630011	2
4498772	1
826668	2
30087609	2
27975863	3
1549364	1
40264291	10
586463	7
2532747	5
3449218	1
2838309	1
2489751	6
1940543	1
30110444	2
3542591	7
4280647	2
4147663	4
20440909	1
1719066	2
3345526	10
3558764	1
2845943	1
1383757	1
40827	2
1366792	1
3841627	2
4221702	1
3712124	4
3543593	1
1616499	2
25474379	3
2245287	5
40483307	2
4513285	1
35032	2
3341856	4
3237334	1
30158030	1
25834724	4
2137194	4
3869571	2
4500968	1
47597	2
60230	2
3244534	1
2117758	4
3873023	1
40484397	2
3669792	1
1340809	7
3514951	1
3242511	1
30112933	2
1556401	6
40485412	2
43285	2
30114715	8
2408552	1
2368955	2
3647566	5
251400	3
25098278	1
3710940	4
4514408	1
25472096	10
1250329	3
2346514	5
4219777	1
1129713	10
40660824	1
1400705	1
585225	4
3870631	2
25768035	5
1548673	1
1914037	3
4599933	1
3676054	1
3665284	3
223503	4
2981654	1
1521865	1
3147822	2
826730	1
1609532	2
25156702	8
4219483	1
172515	4
25123834	6
3804317	8
3582821	5
2787086	4
3858661	1
3216049	5
2367541	2
3813582	4
30976	2
3898965	1
2576230	4
2999778	1
1382562	1
2533849	5
4265448	1
40926726	4
20500182	1
2239902	5
20104820	1
3216038	5
1609012	2
2487133	3
591571	4
2366254	2
44706	2
20622399	9
2260862	1
25072959	6
2239401	5
4361660	9
20125068	8
2748103	9
77290	2
30048843	2
20487819	1
4494649	8
154468	3
4391900	8
27971	2
25151437	3
2992325	1
2876582	4
3449267	1
40022794	1
2896587	2
40066126	2
4126872	1
3784312	1
30244795	1
30025104	9
1217774	1
3546684	1
2426471	1
1605779	2
3845786	2
1542736	2
183715	6
3324933	3
25055903	3
30245972	1
2337204	5
2357905	2
2241329	5
47656	1
27559081	4
3511732	4
1610702	2
2388723	1
40188544	10
1621539	2
3073489	2
1932682	1
3515347	1
33216	2
2895383	2
171757	5
40343533	1
2175321	4
2640376	6
3630008	8
2779554	3
4124521	5
2473249	1
30025724	3
2669916	5
1444657	1
4220133	1
20734441	9
40961304	3
3543478	1
39355	2
3808968	1
4040541	1
3673255	1
3270627	3
40206253	3
2883203	2
27539781	5
2951697	3
2596739	3
40195487	4
2749025	4
1162159	5
30102114	2
154736	6
2657168	1
4274052	2
1734991	2
1435071	10
2110815	9
20095613	1
40339080	8
1511197	10
1239937	3
20856791	10
46183	2
30044568	4
28793	2
27590436	5
56774	1
2290270	5
3100066	1
4277329	2
3858587	1
40306301	1
3836231	1
40072328	1
40005572	1
60854	2
40440912	3
3074441	2
2471401	1
2440027	2
25072639	6
47826	2
40343590	1
1179694	10
2353043	3
25064127	1
3891535	1
30048909	2
1164993	5
1748021	2
2669331	9
40864601	1
2984	1
177307	1
4629930	2
29791869	4
76352	2
4277635	2
40987463	3
4269542	2
2236536	3
4533703	1
1565172	1
2588385	1
30108171	2
61624	2
2328673	3
13005	2
1704316	2
3800153	1
20164413	9
2461099	1
1733717	2
4128042	1
20142954	5
1620418	2
37581	2
2524154	3
3392038	1
2431825	1
4533105	1
2361602	2
1350831	1
37789	1
4111183	1
3487560	4
3003642	3
56218	2
1267498	5
2532251	5
2883565	2
2693508	1
2628293	3
10913	2
4532841	1
3629725	8
3138412	2
1837294	3
2409607	1
1937789	1
1563411	1
40785210	6
10012	2
3176213	3
61231	2
2486482	3
30048664	2
3315777	7
2446511	1
4405455	3
70093	2
40186544	10
1933935	1
3895816	1
2445851	1
980	1
20164213	4
3172744	6
3858394	1
77413	2
4268313	2
4164037	1
2807572	1
247208	3
2446432	2
1609625	2
20780610	2
3325675	3
4121327	4
25791656	9
30220346	10
4047016	1
40659881	4
3670734	1
1738851	2
40280352	8
4009257	1
4454706	2
247019	3
2489215	6
25123296	6
2879897	2
973559	3
3317330	8
3082947	1
2362949	2
3449229	1
1382524	1
2556761	1
4159625	1
3440843	3
2898497	2
3276326	2
4541343	5
2443872	1
4214697	1
40987369	3
3893073	2
25073049	6
4219657	1
25435912	2
748719	10
2358256	2
25568508	5
1957262	8
2259647	1
2460830	1
3532198	3
25064272	1
4314966	1
2122888	3
2255644	1
2333671	5
4132924	1
20476122	2
484829	8
29042	2
2334294	5
3599654	1
4496046	1
3986336	3
2061522	4
3588960	1
3243904	1
25450737	2
4295366	2
1830396	3
1249755	6
4087607	1
1616303	2
4273647	2
25451258	1
1307101	1
1514674	2
194069	3
247527	3
28554	2
25605426	8
582721	4
25449275	2
4221102	1
1239170	3
1550724	1
40542344	6
29958	2
1618798	2
1299379	1
2403434	1
25474358	9
70507	2
4200	1
40495387	1
1521178	1
4273112	1
40469799	6
2291404	5
4041941	1
3216064	5
1096993	8
2257103	1
13412	2
40421522	9
1618668	2
3257	1
3532931	3
3059443	2
2425220	1
2556841	1
3989839	3
1702642	2
1161079	8
2445160	1
2802597	8
3682089	1
3865533	1
2241546	5
2390249	1
3869959	2
5448	1
3213579	3
1620610	2
25056042	3
2679805	1
2530107	1
3203378	6
2588590	1
20439113	7
1995998	5
2425723	1
4123806	1
40926889	1
1609149	2
1832216	3
3835716	1
2337063	3
2892002	2
25042055	2
2236801	5
3899355	1
2392453	6
2895036	2
2366315	2
2403278	1
4629695	2
20079240	8
3701501	1
4086282	1
30244631	1
2060626	6
1147534	4
3655484	4
4272522	2
1161067	8
3676527	1
1541685	1
1728641	1
3834041	2
3761934	1
2331234	3
1061633	3
3821364	8
1611179	2
1549014	1
4523074	1
4269202	1
1747441	1
2692303	3
2291214	5
3871034	2
2882422	2
3090113	8
1606269	2
2441845	1
2109644	3
4496460	8
2436654	1
2098667	3
3180945	4
44769	2
522303	9
3376416	2
27541869	9
2530053	1
40196339	4
3834746	2
40305577	1
2038853	3
3647530	5
4623299	5
1714846	2
4295812	2
40605317	6
2283333	5
40285278	8
2882077	2
25461159	1
1060788	3
4220748	1
2400158	1
3058084	2
2671034	1
2362264	2
1304360	1
3554618	1
1245141	3
1610310	2
20075285	4
30038848	6
3373656	2
4222297	1
3830575	1
4095872	1
1608004	2
1389478	4
1158920	8
20050436	1
2358266	2
40471436	6
30302083	4
28822	2
3496251	1
40216228	6
40539667	10
3502342	3
1934155	1
3487100	6
65448	2
25464004	2
1266442	5
1687587	2
43288	2
1403855	5
2458509	1
2764233	8
20142098	6
20378430	2
3674033	8
4221413	1
1619250	2
40397570	6
67955	2
2269533	1
25175493	2
3450875	1
4117854	1
20203881	5
20172058	1
4277005	2
1295738	1
1548520	1
29788702	5
2386995	1
1618642	2
122204	2
2366036	1
4295995	2
683775	8
1304655	1
1352951	1
25647657	1
3374153	2
65325	2
1400539	5
2582342	5
1393648	7
3897231	1
25082564	1
30052225	2
1305358	1
20050698	1
25049586	5
3122156	10
47116	2
3148983	2
20208667	4
40343568	1
2899158	2
1221607	1
67727	2
3884047	1
40229409	3
2771457	8
2463324	1
20179992	10
4086648	1
2445366	1
2136398	4
40216642	6
1615025	2
20504522	1
3079114	1
4261895	1
1350756	1
1937697	1
25048848	6
3455550	2
2462377	1
2424610	1
3076758	2
14551	2
